53d6c1b0e4b02351e88a83dc,Ouzeri,schema:Restaurant
53d6c1b0e4b02351e88a83e0,Patsa Restaurant,schema:Restaurant
52e81612bcbc57f1066b79f3,Souvlaki Shop,schema:FoodEstablishment
53d6c1b0e4b02351e88a83d2,Taverna,schema:FoodEstablishment
53d6c1b0e4b02351e88a83de,Tsipouro Restaurant,schema:Restaurant
52e81612bcbc57f1066b79ff,Halal Restaurant,schema:Restaurant
52e81612bcbc57f1066b79fe,Hawaiian Restaurant,schema:Restaurant
5bae9231bedf3950379f89d4,Poke Place,schema:FoodEstablishment
4bf58dd8d48988d16f941735,Hot Dog Joint,schema:FoodEstablishment
52e81612bcbc57f1066b79fa,Hungarian Restaurant,schema:Restaurant
4bf58dd8d48988d10f941735,Indian Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfe5,Andhra Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dff3,Awadhi Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dff5,Bengali Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfe2,Chaat Place,schema:FoodEstablishment
54135bf5e4b08f3d2429dff2,Chettinad Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfe1,Dhaba,schema:FoodEstablishment
54135bf5e4b08f3d2429dfe3,Dosa Place,schema:FoodEstablishment
54135bf5e4b08f3d2429dfe8,Goan Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfe9,Gujarati Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfe6,Hyderabadi Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfdf,Indian Chinese Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfe4,Indian Sweet Shop,schema:FoodEstablishment
54135bf5e4b08f3d2429dfe7,Irani Cafe,schema:CafeOrCoffeeShop
54135bf5e4b08f3d2429dfea,Jain Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfeb,Karnataka Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfed,Kerala Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfee,Maharashtrian Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dff4,Mughlai Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfe0,Multicuisine Indian Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfdd,North Indian Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dff6,Northeast Indian Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfef,Parsi Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dff0,Punjabi Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dff1,Rajasthani Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfde,South Indian Restaurant,schema:Restaurant
54135bf5e4b08f3d2429dfec,Udupi Restaurant,schema:Restaurant
52e81612bcbc57f1066b7a06,Irish Pub,schema:BarOrPub
4bf58dd8d48988d110941735,Italian Restaurant,schema:Restaurant
55a5a1ebe4b013909087cbb6,Abruzzo Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb7c,Agriturismo,schema:FoodEstablishment
55a5a1ebe4b013909087cba7,Aosta Restaurant,schema:Restaurant
55a5a1ebe4b013909087cba1,Basilicata Restaurant,schema:Restaurant
55a5a1ebe4b013909087cba4,Calabria Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb95,Campanian Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb89,Emilia Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb9b,Friuli Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb98,Ligurian Restaurant,schema:Restaurant
55a5a1ebe4b013909087cbbf,Lombard Restaurant,schema:Restaurant
